GEO_ID,County,Mean Income
0500000US17073,"Henry County, Illinois",69866
0500000US17075,"Iroquois County, Illinois",64658
0500000US17077,"Jackson County, Illinois",58035
0500000US17079,"Jasper County, Illinois",63677
0500000US17081,"Jefferson County, Illinois",64402
0500000US17083,"Jersey County, Illinois",71313
0500000US17085,"Jo Daviess County, Illinois",73074
0500000US17087,"Johnson County, Illinois",65981
0500000US17089,"Kane County, Illinois",101298
0500000US17091,"Kankakee County, Illinois",71986
0500000US17093,"Kendall County, Illinois",104526
0500000US17095,"Knox County, Illinois",58735
0500000US17097,"Lake County, Illinois",123830
0500000US17099,"LaSalle County, Illinois",70670
0500000US17101,"Lawrence County, Illinois",58908
0500000US17103,"Lee County, Illinois",72909
0500000US17105,"Livingston County, Illinois",70341
0500000US17107,"Logan County, Illinois",72129
0500000US17109,"McDonough County, Illinois",59429
0500000US17111,"McHenry County, Illinois",103328
0500000US17113,"McLean County, Illinois",86113
0500000US17115,"Macon County, Illinois",68106
0500000US17117,"Macoupin County, Illinois",67689
0500000US17119,"Madison County, Illinois",74862
0500000US17121,"Marion County, Illinois",58895
0500000US17123,"Marshall County, Illinois",68641
0500000US17125,"Mason County, Illinois",61524
0500000US17127,"Massac County, Illinois",56495
0500000US17129,"Menard County, Illinois",82127
0500000US17131,"Mercer County, Illinois",68250
0500000US17133,"Monroe County, Illinois",101408
0500000US17135,"Montgomery County, Illinois",62938
0500000US17137,"Morgan County, Illinois",63032
0500000US17139,"Moultrie County, Illinois",70504
0500000US17141,"Ogle County, Illinois",75048
0500000US17143,"Peoria County, Illinois",74500
0500000US17145,"Perry County, Illinois",61778
0500000US17147,"Piatt County, Illinois",82458
0500000US17149,"Pike County, Illinois",57507
0500000US17151,"Pope County, Illinois",52818
0500000US17153,"Pulaski County, Illinois",47587
0500000US17155,"Putnam County, Illinois",79048
0500000US17157,"Randolph County, Illinois",67527
0500000US17159,"Richland County, Illinois",62163
0500000US17161,"Rock Island County, Illinois",67715
0500000US17163,"St. Clair County, Illinois",73185
0500000US17165,"Saline County, Illinois",56381
0500000US17167,"Sangamon County, Illinois",80536
0500000US17169,"Schuyler County, Illinois",58448
0500000US17171,"Scott County, Illinois",67886
0500000US17173,"Shelby County, Illinois",59674
0500000US17175,"Stark County, Illinois",70542
0500000US17177,"Stephenson County, Illinois",62446
0500000US17179,"Tazewell County, Illinois",80041
0500000US17181,"Union County, Illinois",62746
0500000US17183,"Vermilion County, Illinois",59615
0500000US17185,"Wabash County, Illinois",63491
0500000US17187,"Warren County, Illinois",66183
0500000US17189,"Washington County, Illinois",75730
0500000US17191,"Wayne County, Illinois",60785
0500000US17193,"White County, Illinois",58877
0500000US17195,"Whiteside County, Illinois",69695
0500000US17197,"Will County, Illinois",102746
0500000US17199,"Williamson County, Illinois",64486
0500000US17201,"Winnebago County, Illinois",69030
0500000US17203,"Woodford County, Illinois",91250
0500000US18001,"Adams County, Indiana",62954
0500000US18003,"Allen County, Indiana",71088
0500000US18005,"Bartholomew County, Indiana",75967
0500000US18007,"Benton County, Indiana",57404
0500000US18009,"Blackford County, Indiana",57397
0500000US18011,"Boone County, Indiana",116749
0500000US18013,"Brown County, Indiana",81697
0500000US18015,"Carroll County, Indiana",70864
0500000US18017,"Cass County, Indiana",59773
0500000US18019,"Clark County, Indiana",70409
0500000US18021,"Clay County, Indiana",62688
0500000US18023,"Clinton County, Indiana",64032
0500000US18025,"Crawford County, Indiana",51724
0500000US18027,"Daviess County, Indiana",63729
0500000US18029,"Dearborn County, Indiana",78072
0500000US18031,"Decatur County, Indiana",66565
0500000US18033,"DeKalb County, Indiana",67411
0500000US18035,"Delaware County, Indiana",58857
0500000US18037,"Dubois County, Indiana",72652
0500000US18039,"Elkhart County, Indiana",69237
0500000US18041,"Fayette County, Indiana",55679
0500000US18043,"Floyd County, Indiana",80534
0500000US18045,"Fountain County, Indiana",64847
0500000US18047,"Franklin County, Indiana",72076
0500000US18049,"Fulton County, Indiana",61620
0500000US18051,"Gibson County, Indiana",68625
0500000US18053,"Grant County, Indiana",54108
0500000US18055,"Greene County, Indiana",59091
0500000US18057,"Hamilton County, Indiana",125167
0500000US18059,"Hancock County, Indiana",83518
0500000US18061,"Harrison County, Indiana",69995
0500000US18063,"Hendricks County, Indiana",93922
0500000US18065,"Henry County, Indiana",60311
0500000US18067,"Howard County, Indiana",64612
0500000US18069,"Huntington County, Indiana",62159
0500000US18071,"Jackson County, Indiana",62635
0500000US18073,"Jasper County, Indiana",69206
0500000US18075,"Jay County, Indiana",57482
0500000US18077,"Jefferson County, Indiana",64847
0500000US18079,"Jennings County, Indiana",59467
0500000US18081,"Johnson County, Indiana",85916
0500000US18083,"Knox County, Indiana",60335
0500000US18085,"Kosciusko County, Indiana",73703
0500000US18087,"LaGrange County, Indiana",74193
0500000US18089,"Lake County, Indiana",70401
0500000US18091,"LaPorte County, Indiana",66992
0500000US18093,"Lawrence County, Indiana",61922
0500000US18095,"Madison County, Indiana",60450
0500000US18097,"Marion County, Indiana",65991
0500000US18099,"Marshall County, Indiana",67514
0500000US18101,"Martin County, Indiana",61614
0500000US18103,"Miami County, Indiana",58130
0500000US18105,"Monroe County, Indiana",67076
0500000US18107,"Montgomery County, Indiana",64962
0500000US18109,"Morgan County, Indiana",75375
0500000US18111,"Newton County, Indiana",61872
0500000US18113,"Noble County, Indiana",66935
0500000US18115,"Ohio County, Indiana",67846
0500000US18117,"Orange County, Indiana",56989
0500000US18119,"Owen County, Indiana",58395
0500000US18121,"Parke County, Indiana",62242
0500000US18123,"Perry County, Indiana",62122
0500000US18125,"Pike County, Indiana",63284
0500000US18127,"Porter County, Indiana",84406
0500000US18129,"Posey County, Indiana",74905
0500000US18131,"Pulaski County, Indiana",58594
0500000US18133,"Putnam County, Indiana",67930
0500000US18135,"Randolph County, Indiana",56003
0500000US18137,"Ripley County, Indiana",69125
0500000US18139,"Rush County, Indiana",62316
0500000US18141,"St. Joseph County, Indiana",69685
0500000US18143,"Scott County, Indiana",57744
0500000US18145,"Shelby County, Indiana",70571
0500000US18147,"Spencer County, Indiana",73254
0500000US18149,"Starke County, Indiana",59750
0500000US18151,"Steuben County, Indiana",69753
0500000US18153,"Sullivan County, Indiana",60194
0500000US18155,"Switzerland County, Indiana",59122
0500000US18157,"Tippecanoe County, Indiana",68819
0500000US18159,"Tipton County, Indiana",72346
0500000US18161,"Union County, Indiana",58255
0500000US18163,"Vanderburgh County, Indiana",66282
0500000US18165,"Vermillion County, Indiana",58372
0500000US18167,"Vigo County, Indiana",59900
0500000US18169,"Wabash County, Indiana",60374
0500000US18171,"Warren County, Indiana",72399
0500000US18173,"Warrick County, Indiana",91415
0500000US18175,"Washington County, Indiana",60019
0500000US18177,"Wayne County, Indiana",62361
0500000US18179,"Wells County, Indiana",68165
0500000US18181,"White County, Indiana",68022
0500000US18183,"Whitley County, Indiana",74573
0500000US19001,"Adair County, Iowa",67912
0500000US19003,"Adams County, Iowa",63550
0500000US19005,"Allamakee County, Iowa",64470
0500000US19007,"Appanoose County, Iowa",61205
0500000US19009,"Audubon County, Iowa",61362
0500000US19011,"Benton County, Iowa",81624
0500000US19013,"Black Hawk County, Iowa",70944
0500000US19015,"Boone County, Iowa",74853
0500000US19017,"Bremer County, Iowa",82266
0500000US19019,"Buchanan County, Iowa",79904
0500000US19021,"Buena Vista County, Iowa",71135
0500000US19023,"Butler County, Iowa",70241
0500000US19025,"Calhoun County, Iowa",65281
0500000US19027,"Carroll County, Iowa",71516
0500000US19029,"Cass County, Iowa",60409
0500000US19031,"Cedar County, Iowa",76049
0500000US19033,"Cerro Gordo County, Iowa",69395
0500000US19035,"Cherokee County, Iowa",71997
0500000US19037,"Chickasaw County, Iowa",69593
0500000US19039,"Clarke County, Iowa",64803
0500000US19041,"Clay County, Iowa",61530
0500000US19043,"Clayton County, Iowa",64985
0500000US19045,"Clinton County, Iowa",65667
0500000US19047,"Crawford County, Iowa",75402
0500000US19049,"Dallas County, Iowa",110861
0500000US19051,"Davis County, Iowa",71316
0500000US19053,"Decatur County, Iowa",54239
0500000US19055,"Delaware County, Iowa",76802
0500000US19057,"Des Moines County, Iowa",65310
0500000US19059,"Dickinson County, Iowa",80201
0500000US19061,"Dubuque County, Iowa",77094
0500000US19063,"Emmet County, Iowa",71272
0500000US19065,"Fayette County, Iowa",65804
0500000US19067,"Floyd County, Iowa",64869
0500000US19069,"Franklin County, Iowa",67229
0500000US19071,"Fremont County, Iowa",68855
0500000US19073,"Greene County, Iowa",65926
0500000US19075,"Grundy County, Iowa",84440
0500000US19077,"Guthrie County, Iowa",68626
0500000US19079,"Hamilton County, Iowa",67417
0500000US19081,"Hancock County, Iowa",68465
0500000US19083,"Hardin County, Iowa",66148
0500000US19085,"Harrison County, Iowa",70457
0500000US19087,"Henry County, Iowa",67488
0500000US19089,"Howard County, Iowa",67545
0500000US19091,"Humboldt County, Iowa",68021
0500000US19093,"Ida County, Iowa",75420
0500000US19095,"Iowa County, Iowa",78604
0500000US19097,"Jackson County, Iowa",68238
0500000US19099,"Jasper County, Iowa",69064
0500000US19101,"Jefferson County, Iowa",63714
0500000US19103,"Johnson County, Iowa",85130
0500000US19105,"Jones County, Iowa",72299
0500000US19107,"Keokuk County, Iowa",66354
0500000US19109,"Kossuth County, Iowa",66488
0500000US19111,"Lee County, Iowa",61876
0500000US19113,"Linn County, Iowa",82910
0500000US19115,"Louisa County, Iowa",67785
0500000US19117,"Lucas County, Iowa",69054
0500000US19119,"Lyon County, Iowa",75354
0500000US19121,"Madison County, Iowa",82858
0500000US19123,"Mahaska County, Iowa",65853
0500000US19125,"Marion County, Iowa",71416
0500000US19127,"Marshall County, Iowa",66947
0500000US19129,"Mills County, Iowa",85494
0500000US19131,"Mitchell County, Iowa",69099
0500000US19133,"Monona County, Iowa",62067
0500000US19135,"Monroe County, Iowa",62835
0500000US19137,"Montgomery County, Iowa",63839
0500000US19139,"Muscatine County, Iowa",71085
0500000US19141,"O'Brien County, Iowa",68188
0500000US19143,"Osceola County, Iowa",67428
0500000US19145,"Page County, Iowa",62411
0500000US19147,"Palo Alto County, Iowa",67693
0500000US19149,"Plymouth County, Iowa",78893
0500000US19151,"Pocahontas County, Iowa",61512
0500000US19153,"Polk County, Iowa",86637
0500000US19155,"Pottawattamie County, Iowa",73301
0500000US19157,"Poweshiek County, Iowa",73413
0500000US19159,"Ringgold County, Iowa",71933
0500000US19161,"Sac County, Iowa",69325
0500000US19163,"Scott County, Iowa",78648
0500000US19165,"Shelby County, Iowa",72775
0500000US19167,"Sioux County, Iowa",79537
0500000US19169,"Story County, Iowa",71445
0500000US19171,"Tama County, Iowa",67908
0500000US19173,"Taylor County, Iowa",64328
0500000US19175,"Union County, Iowa",61651
0500000US19177,"Van Buren County, Iowa",66726
0500000US19179,"Wapello County, Iowa",59632
0500000US19181,"Warren County, Iowa",87751
0500000US19183,"Washington County, Iowa",74533
0500000US19185,"Wayne County, Iowa",61425
0500000US19187,"Webster County, Iowa",59571
0500000US19189,"Winnebago County, Iowa",62853
0500000US19191,"Winneshiek County, Iowa",75120
0500000US19193,"Woodbury County, Iowa",70458
0500000US19195,"Worth County, Iowa",68459
0500000US19197,"Wright County, Iowa",63332
0500000US20001,"Allen County, Kansas",54347
0500000US20003,"Anderson County, Kansas",57173
0500000US20005,"Atchison County, Kansas",63517
0500000US20007,"Barber County, Kansas",66304
0500000US20009,"Barton County, Kansas",65461
0500000US20011,"Bourbon County, Kansas",57238
0500000US20013,"Brown County, Kansas",62934
0500000US20015,"Butler County, Kansas",77669
0500000US20017,"Chase County, Kansas",60395
0500000US20019,"Chautauqua County, Kansas",55368
0500000US20021,"Cherokee County, Kansas",52963
0500000US20023,"Cheyenne County, Kansas",59512
0500000US20025,"Clark County, Kansas",62784
0500000US20027,"Clay County, Kansas",77301
0500000US20029,"Cloud County, Kansas",58632
0500000US20031,"Coffey County, Kansas",74259
0500000US20033,"Comanche County, Kansas",68814
0500000US20035,"Cowley County, Kansas",60785
0500000US20037,"Crawford County, Kansas",55176
0500000US20039,"Decatur County, Kansas",57986
0500000US20041,"Dickinson County, Kansas",62191
0500000US20043,"Doniphan County, Kansas",62436
0500000US20045,"Douglas County, Kansas",75291
0500000US20047,"Edwards County, Kansas",60933
0500000US20049,"Elk County, Kansas",50275
0500000US20051,"Ellis County, Kansas",71720
0500000US20053,"Ellsworth County, Kansas",59695
0500000US20055,"Finney County, Kansas",69499
0500000US20057,"Ford County, Kansas",69260
0500000US20059,"Franklin County, Kansas",67406
0500000US20061,"Geary County, Kansas",58682
0500000US20063,"Gove County, Kansas",61991
0500000US20065,"Graham County, Kansas",54400
0500000US20067,"Grant County, Kansas",70865
0500000US20069,"Gray County, Kansas",78289
0500000US20071,"Greeley County, Kansas",56567
0500000US20073,"Greenwood County, Kansas",61562
0500000US20075,"Hamilton County, Kansas",56704
0500000US20077,"Harper County, Kansas",62197
0500000US20079,"Harvey County, Kansas",68264
0500000US20081,"Haskell County, Kansas",73119
0500000US20083,"Hodgeman County, Kansas",65909
0500000US20085,"Jackson County, Kansas",69162
0500000US20087,"Jefferson County, Kansas",72391
0500000US20089,"Jewell County, Kansas",56855
0500000US20091,"Johnson County, Kansas",114336
0500000US20093,"Kearny County, Kansas",68402
0500000US20095,"Kingman County, Kansas",79157
0500000US20097,"Kiowa County, Kansas",63940
0500000US20099,"Labette County, Kansas",57795
0500000US20101,"Lane County, Kansas",59335
0500000US20103,"Leavenworth County, Kansas",87727
0500000US20105,"Lincoln County, Kansas",61721
0500000US20107,"Linn County, Kansas",57835
0500000US20109,"Logan County, Kansas",67441
0500000US20111,"Lyon County, Kansas",63361
0500000US20113,"McPherson County, Kansas",71144
0500000US20115,"Marion County, Kansas",63379
0500000US20117,"Marshall County, Kansas",63512
0500000US20119,"Meade County, Kansas",66672
0500000US20121,"Miami County, Kansas",84525
0500000US20123,"Mitchell County, Kansas",57415
0500000US20125,"Montgomery County, Kansas",57590
0500000US20127,"Morris County, Kansas",65778
0500000US20129,"Morton County, Kansas",56687
0500000US20131,"Nemaha County, Kansas",74258
0500000US20133,"Neosho County, Kansas",56884
0500000US20135,"Ness County, Kansas",70248
0500000US20137,"Norton County, Kansas",67861
0500000US20139,"Osage County, Kansas",64666
0500000US20141,"Osborne County, Kansas",61565
0500000US20143,"Ottawa County, Kansas",67208
0500000US20145,"Pawnee County, Kansas",57460
0500000US20147,"Phillips County, Kansas",61283
0500000US20149,"Pottawatomie County, Kansas",75739
0500000US20151,"Pratt County, Kansas",68513
0500000US20153,"Rawlins County, Kansas",61632
0500000US20155,"Reno County, Kansas",64137
0500000US20157,"Republic County, Kansas",60774
0500000US20159,"Rice County, Kansas",59946
0500000US20161,"Riley County, Kansas",69145
0500000US20163,"Rooks County, Kansas",59370
0500000US20165,"Rush County, Kansas",55375
0500000US20167,"Russell County, Kansas",61007
0500000US20169,"Saline County, Kansas",66194
0500000US20171,"Scott County, Kansas",76674
0500000US20173,"Sedgwick County, Kansas",72975
0500000US20175,"Seward County, Kansas",60596
0500000US20177,"Shawnee County, Kansas",72341
0500000US20179,"Sheridan County, Kansas",71597
0500000US20181,"Sherman County, Kansas",55242
0500000US20183,"Smith County, Kansas",61994
0500000US20185,"Stafford County, Kansas",63586
0500000US20187,"Stanton County, Kansas",56453
0500000US20189,"Stevens County, Kansas",67852
0500000US20191,"Sumner County, Kansas",64704
0500000US20193,"Thomas County, Kansas",68365
0500000US20195,"Trego County, Kansas",67980
0500000US20197,"Wabaunsee County, Kansas",69728
0500000US20199,"Wallace County, Kansas",71416
0500000US20201,"Washington County, Kansas",63932
0500000US20203,"Wichita County, Kansas",71505
0500000US20205,"Wilson County, Kansas",62833
0500000US20207,"Woodson County, Kansas",45953
0500000US20209,"Wyandotte County, Kansas",55958
0500000US21001,"Adair County, Kentucky",52038
0500000US21003,"Allen County, Kentucky",54747
0500000US21005,"Anderson County, Kentucky",66456
0500000US21007,"Ballard County, Kentucky",63324
0500000US21009,"Barren County, Kentucky",51371
0500000US21011,"Bath County, Kentucky",54937
0500000US21013,"Bell County, Kentucky",36718
0500000US21015,"Boone County, Kentucky",93086
0500000US21017,"Bourbon County, Kentucky",67854
0500000US21019,"Boyd County, Kentucky",62885
0500000US21021,"Boyle County, Kentucky",64196
0500000US21023,"Bracken County, Kentucky",57309
0500000US21025,"Breathitt County, Kentucky",43243
0500000US21027,"Breckinridge County, Kentucky",58434
0500000US21029,"Bullitt County, Kentucky",71527
0500000US21031,"Butler County, Kentucky",55810
0500000US21033,"Caldwell County, Kentucky",67929
0500000US21035,"Calloway County, Kentucky",56113
0500000US21037,"Campbell County, Kentucky",79669
0500000US21039,"Carlisle County, Kentucky",59971
0500000US21041,"Carroll County, Kentucky",60809
0500000US21043,"Carter County, Kentucky",45726
0500000US21045,"Casey County, Kentucky",45474
0500000US21047,"Christian County, Kentucky",55019
0500000US21049,"Clark County, Kentucky",67817
0500000US21051,"Clay County, Kentucky",39093
0500000US21053,"Clinton County, Kentucky",49008
0500000US21055,"Crittenden County, Kentucky",58097
0500000US21057,"Cumberland County, Kentucky",42275
0500000US21059,"Daviess County, Kentucky",68599
0500000US21061,"Edmonson County, Kentucky",52374
0500000US21063,"Elliott County, Kentucky",43443
0500000US21065,"Estill County, Kentucky",43614
0500000US21067,"Fayette County, Kentucky",79535
0500000US21069,"Fleming County, Kentucky",57177
0500000US21071,"Floyd County, Kentucky",44930
0500000US21073,"Franklin County, Kentucky",67316
0500000US21075,"Fulton County, Kentucky",43485
0500000US21077,"Gallatin County, Kentucky",59104
0500000US21079,"Garrard County, Kentucky",64161
0500000US21081,"Grant County, Kentucky",59312
0500000US21083,"Graves County, Kentucky",57201
0500000US21085,"Grayson County, Kentucky",52103
0500000US21087,"Green County, Kentucky",57586
0500000US21089,"Greenup County, Kentucky",66593
0500000US21091,"Hancock County, Kentucky",61646
0500000US21093,"Hardin County, Kentucky",69340
0500000US21095,"Harlan County, Kentucky",38158
0500000US21097,"Harrison County, Kentucky",60393
0500000US21099,"Hart County, Kentucky",50353
0500000US21101,"Henderson County, Kentucky",61596
0500000US21103,"Henry County, Kentucky",63636
0500000US21105,"Hickman County, Kentucky",55778
0500000US21107,"Hopkins County, Kentucky",58611
0500000US21109,"Jackson County, Kentucky",42860
0500000US21111,"Jefferson County, Kentucky",76517
0500000US21113,"Jessamine County, Kentucky",82566
0500000US21115,"Johnson County, Kentucky",54150
0500000US21117,"Kenton County, Kentucky",80194
0500000US21119,"Knott County, Kentucky",43078
0500000US21121,"Knox County, Kentucky",42570
0500000US21123,"Larue County, Kentucky",53458
0500000US21125,"Laurel County, Kentucky",52703
0500000US21127,"Lawrence County, Kentucky",46305
0500000US21129,"Lee County, Kentucky",38875
0500000US21131,"Leslie County, Kentucky",39783
0500000US21133,"Letcher County, Kentucky",43053
0500000US21135,"Lewis County, Kentucky",48130
0500000US21137,"Lincoln County, Kentucky",50537
0500000US21139,"Livingston County, Kentucky",64241
0500000US21141,"Logan County, Kentucky",56271
0500000US21143,"Lyon County, Kentucky",64990
0500000US21145,"McCracken County, Kentucky",71901
0500000US21147,"McCreary County, Kentucky",34828
0500000US21149,"McLean County, Kentucky",60440
0500000US21151,"Madison County, Kentucky",63966
0500000US21153,"Magoffin County, Kentucky",43877
0500000US21155,"Marion County, Kentucky",54373
0500000US21157,"Marshall County, Kentucky",65258
0500000US21159,"Martin County, Kentucky",41944
0500000US21161,"Mason County, Kentucky",63281
0500000US21163,"Meade County, Kentucky",73426
0500000US21165,"Menifee County, Kentucky",46514
0500000US21167,"Mercer County, Kentucky",63337
0500000US21169,"Metcalfe County, Kentucky",47629
0500000US21171,"Monroe County, Kentucky",54800
0500000US21173,"Montgomery County, Kentucky",55650
0500000US21175,"Morgan County, Kentucky",46585
0500000US21177,"Muhlenberg County, Kentucky",54486
0500000US21179,"Nelson County, Kentucky",79045
0500000US21181,"Nicholas County, Kentucky",58566
0500000US21183,"Ohio County, Kentucky",62337
0500000US21185,"Oldham County, Kentucky",124231
0500000US21187,"Owen County, Kentucky",61428
0500000US21189,"Owsley County, Kentucky",44903
0500000US21191,"Pendleton County, Kentucky",59575
0500000US21193,"Perry County, Kentucky",47987
0500000US21195,"Pike County, Kentucky",50468
0500000US21197,"Powell County, Kentucky",50622
0500000US21199,"Pulaski County, Kentucky",53882
0500000US21201,"Robertson County, Kentucky",54045
0500000US21203,"Rockcastle County, Kentucky",49283
0500000US21205,"Rowan County, Kentucky",53829
0500000US21207,"Russell County, Kentucky",45749
0500000US21209,"Scott County, Kentucky",82824
0500000US21211,"Shelby County, Kentucky",84096
0500000US21213,"Simpson County, Kentucky",60543
0500000US21215,"Spencer County, Kentucky",90035
0500000US21217,"Taylor County, Kentucky",53202
0500000US21219,"Todd County, Kentucky",61316
0500000US21221,"Trigg County, Kentucky",63696
0500000US21223,"Trimble County, Kentucky",62457
0500000US21225,"Union County, Kentucky",56945
0500000US21227,"Warren County, Kentucky",71487
0500000US21229,"Washington County, Kentucky",62267
0500000US21231,"Wayne County, Kentucky",45817
0500000US21233,"Webster County, Kentucky",55956
0500000US21235,"Whitley County, Kentucky",52771
0500000US21237,"Wolfe County, Kentucky",34629
0500000US21239,"Woodford County, Kentucky",78278
0500000US22001,"Acadia Parish, Louisiana",60714
0500000US22003,"Allen Parish, Louisiana",58725
0500000US22005,"Ascension Parish, Louisiana",90486
0500000US22007,"Assumption Parish, Louisiana",66086
0500000US22009,"Avoyelles Parish, Louisiana",56810
0500000US22011,"Beauregard Parish, Louisiana",67939
0500000US22013,"Bienville Parish, Louisiana",47447
0500000US22015,"Bossier Parish, Louisiana",69781
0500000US22017,"Caddo Parish, Louisiana",63440
0500000US22019,"Calcasieu Parish, Louisiana",68570
0500000US22021,"Caldwell Parish, Louisiana",53766
0500000US22023,"Cameron Parish, Louisiana",73072
0500000US22025,"Catahoula Parish, Louisiana",56414
0500000US22027,"Claiborne Parish, Louisiana",43588
0500000US22029,"Concordia Parish, Louisiana",50944
0500000US22031,"De Soto Parish, Louisiana",62327
0500000US22033,"East Baton Rouge Parish, Louisiana",78287
0500000US22035,"East Carroll Parish, Louisiana",47832
0500000US22037,"East Feliciana Parish, Louisiana",61705
0500000US22039,"Evangeline Parish, Louisiana",48559
0500000US22041,"Franklin Parish, Louisiana",50778
0500000US22043,"Grant Parish, Louisiana",51799
0500000US22045,"Iberia Parish, Louisiana",61526
0500000US22047,"Iberville Parish, Louisiana",65719
0500000US22049,"Jackson Parish, Louisiana",53442
0500000US22051,"Jefferson Parish, Louisiana",72937
0500000US22053,"Jefferson Davis Parish, Louisiana",63058
0500000US22055,"Lafayette Parish, Louisiana",78128
0500000US22057,"Lafourche Parish, Louisiana",70013
0500000US22059,"LaSalle Parish, Louisiana",55924
0500000US22061,"Lincoln Parish, Louisiana",57991
0500000US22063,"Livingston Parish, Louisiana",79423
0500000US22065,"Madison Parish, Louisiana",42095
0500000US22067,"Morehouse Parish, Louisiana",48851
0500000US22069,"Natchitoches Parish, Louisiana",46330
0500000US22071,"Orleans Parish, Louisiana",69101
0500000US22073,"Ouachita Parish, Louisiana",61898
0500000US22075,"Plaquemines Parish, Louisiana",70354
0500000US22077,"Pointe Coupee Parish, Louisiana",63812
0500000US22079,"Rapides Parish, Louisiana",63194
0500000US22081,"Red River Parish, Louisiana",58685
0500000US22083,"Richland Parish, Louisiana",52624
0500000US22085,"Sabine Parish, Louisiana",55435
0500000US22087,"St. Bernard Parish, Louisiana",58103
0500000US22089,"St. Charles Parish, Louisiana",85659
0500000US22091,"St. Helena Parish, Louisiana",59235
0500000US22093,"St. James Parish, Louisiana",67315
0500000US22095,"St. John the Baptist Parish, Louisiana",70892
0500000US22097,"St. Landry Parish, Louisiana",51184
0500000US22099,"St. Martin Parish, Louisiana",64946
0500000US22101,"St. Mary Parish, Louisiana",53850
0500000US22103,"St. Tammany Parish, Louisiana",90764
0500000US22105,"Tangipahoa Parish, Louisiana",61841
0500000US22107,"Tensas Parish, Louisiana",35383
0500000US22109,"Terrebonne Parish, Louisiana",66596
0500000US22111,"Union Parish, Louisiana",60230
0500000US22113,"Vermilion Parish, Louisiana",65057
0500000US22115,"Vernon Parish, Louisiana",61413
0500000US22117,"Washington Parish, Louisiana",48957
0500000US22119,"Webster Parish, Louisiana",43862
0500000US22121,"West Baton Rouge Parish, Louisiana",78134
0500000US22123,"West Carroll Parish, Louisiana",57350
0500000US22125,"West Feliciana Parish, Louisiana",77270
0500000US22127,"Winn Parish, Louisiana",52593
0500000US23001,"Androscoggin County, Maine",64932
0500000US23003,"Aroostook County, Maine",54766
0500000US23005,"Cumberland County, Maine",91780
0500000US23007,"Franklin County, Maine",61008
0500000US23009,"Hancock County, Maine",73107
0500000US23011,"Kennebec County, Maine",67582
0500000US23013,"Knox County, Maine",71919
0500000US23015,"Lincoln County, Maine",71585
0500000US23017,"Oxford County, Maine",58633
0500000US23019,"Penobscot County, Maine",64604
0500000US23021,"Piscataquis County, Maine",52700
0500000US23023,"Sagadahoc County, Maine",77034
0500000US23025,"Somerset County, Maine",54655
0500000US23027,"Waldo County, Maine",66690
0500000US23029,"Washington County, Maine",55594
0500000US23031,"York County, Maine",83393
0500000US24001,"Allegany County, Maryland",58382
0500000US24003,"Anne Arundel County, Maryland",120607
0500000US24005,"Baltimore County, Maryland",98607
0500000US24009,"Calvert County, Maryland",122464
0500000US24011,"Caroline County, Maryland",73806
0500000US24013,"Carroll County, Maryland",111101
0500000US24015,"Cecil County, Maryland",87522
0500000US24017,"Charles County, Maryland",109980
0500000US24019,"Dorchester County, Maryland",71473
0500000US24021,"Frederick County, Maryland",111026
0500000US24023,"Garrett County, Maryland",65976
0500000US24025,"Harford County, Maryland",104162
0500000US24027,"Howard County, Maryland",144446
0500000US24029,"Kent County, Maryland",82014
0500000US24031,"Montgomery County, Maryland",144723
0500000US24033,"Prince George's County, Maryland",99499
0500000US24035,"Queen Anne's County, Maryland",111727
0500000US24037,"St. Mary's County, Maryland",105445
0500000US24039,"Somerset County, Maryland",56287
0500000US24041,"Talbot County, Maryland",106007
0500000US24043,"Washington County, Maryland",78098
0500000US24045,"Wicomico County, Maryland",72643
0500000US24047,"Worcester County, Maryland",81914
0500000US24510,"Baltimore city, Maryland",71259
0500000US25001,"Barnstable County, Massachusetts",95153
0500000US25003,"Berkshire County, Massachusetts",77382
0500000US25005,"Bristol County, Massachusetts",85905
0500000US25007,"Dukes County, Massachusetts",107889
0500000US25009,"Essex County, Massachusetts",105540
0500000US25011,"Franklin County, Massachusetts",78029
0500000US25013,"Hampden County, Massachusetts",73364
0500000US25015,"Hampshire County, Massachusetts",89156
0500000US25017,"Middlesex County, Massachusetts",128969
0500000US25019,"Nantucket County, Massachusetts",137752
0500000US25021,"Norfolk County, Massachusetts",136001
0500000US25023,"Plymouth County, Massachusetts",110192
0500000US25025,"Suffolk County, Massachusetts",97859
0500000US25027,"Worcester County, Massachusetts",93980
0500000US26001,"Alcona County, Michigan",51507
0500000US26003,"Alger County, Michigan",56871
0500000US26005,"Allegan County, Michigan",73341
0500000US26007,"Alpena County, Michigan",55792
0500000US26009,"Antrim County, Michigan",73056
0500000US26011,"Arenac County, Michigan",52232
0500000US26013,"Baraga County, Michigan",56533
0500000US26015,"Barry County, Michigan",72837
0500000US26017,"Bay County, Michigan",62262
0500000US26019,"Benzie County, Michigan",66502
0500000US26021,"Berrien County, Michigan",69988
0500000US26023,"Branch County, Michigan",62583
0500000US26025,"Calhoun County, Michigan",62076
0500000US26027,"Cass County, Michigan",72977
0500000US26029,"Charlevoix County, Michigan",73906
0500000US26031,"Cheboygan County, Michigan",57588
0500000US26033,"Chippewa County, Michigan",59000
0500000US26035,"Clare County, Michigan",51340
